,Unnamed: 0,Date publication,Type de publication,Titre,Libellé recommandation,Destinataire 1,Destinataire 2,Destinataire 3,text_cleaned,text_preprocess,verbe_inf
1396,1396,01/12/2017,RPT,Les services déconcentrés de l'Etat,"Orientation n° 2 : faire des
services publics numériques un
levier de transformation des services
déconcentrés de l'État
Reco n°3 - (SGG, SG des ministères, DGFiP), par
le recours systématique, à compter
du 1er janvier 2018, à la méthode
MAREVA pour tous les nouveaux
projets numériques, élaborer d'ici
le 31 décembre 2018 un tableau
de bord du suivi des effets des projets
portant sur l'administration numérique
et le déploiement d'outils numériques :
- sur l'efficience des réseaux des
services déconcentrés et les réorganisations
en résultant en termes de
front office et back office ;
- sur la mesure des gains de productivité
attendus et effectivement
réalisés et leurs conséquences sur les
effectifs des services déconcentrés.",Premier Ministre,Ministère chargé de l'Économie et des Finances, ,Les services déconcentrés de l'Etat Les services déconcentrés de l'Etat,"[services, déconcentrés, Etat, services, déconcentrés, Etat]","[faire, compter, élaborer]"
1397,1397,01/12/2017,RPT,Les services déconcentrés de l'Etat,"Orientation n° 2 : faire des
services publics numériques un
levier de transformation des services
déconcentrés de l'État
Reco n°4 - (SGG) faciliter le financement
interministériel des dépenses destinées
à assurer l'homogénéité des
outils informatiques interministériels
et l'interopérabilité des systèmes
d'information.",Premier Ministre, , ,Les services déconcentrés de l'Etat Les services déconcentrés de l'Etat,"[services, déconcentrés, Etat, services, déconcentrés, Etat]","[faire, faciliter, assurer]"
1398,1398,01/12/2017,RPT,Les services déconcentrés de l'Etat,"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°5 - SGG, SG des ministères) poursuivre
les mutualisations des missions inter
académiques ; transférer d'ici le
31 décembre 2019 l'exercice de
missions au niveau régional (les
missions forestières des DDT(M) ;
l'instruction des postes FONJEP,
l'exercice de la tarification des mandataires
judiciaires à la protection des
majeurs), voire national (la gestion des
dotations aux collectivités territoriales)",Premier Ministre, , ,Les services déconcentrés de l'Etat Les services déconcentrés de l'Etat,"[services, déconcentrés, Etat, services, déconcentrés, Etat]","[recentrer, répartir, recentrer, optimiser, poursuivre, inter, transférer]"
1399,1399,01/12/2017,RPT,Les services déconcentrés de l'Etat,"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n06 - SGG, SGG des ministères, DGFiP)
transférer d'ici le 31 décembre 2019
l'exercice de certaines missions au
niveau interdépartemental, notamment
dans les services de l'Éducation
nationale, des finances publiques et
de l'administration préfectorale",Premier Ministre,Ministère chargé de l'Économie et des Finances, ,Les services déconcentrés de l'Etat Les services déconcentrés de l'Etat,"[services, déconcentrés, Etat, services, déconcentrés, Etat]","[recentrer, répartir, recentrer, optimiser, transférer]"
1400,1400,01/12/2017,RPT,Les services déconcentrés de l'Etat,"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°7 - SG des ministères environnement,
logement et affaires sociales) réduire
le nombre de services de l'État compétents
en matière de logement et
d'hébergement d'urgence d'ici le
31 décembre 2018.",Ministère chargé de la Santé et des affaires sociales, , ,Les services déconcentrés de l'Etat Les services déconcentrés de l'Etat,"[services, déconcentrés, Etat, services, déconcentrés, Etat]","[recentrer, répartir, recentrer, optimiser, réduire]"
1401,1401,01/12/2017,RPT,Les services déconcentrés de l'Etat,"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°8 - (SG ministère de l'environnement)
d'ici le 31 décembre 2019, regrouper
les compétences de l'État en matière
routière dans les DIR",Agence de l'environnement et de la maîtrise de l'énergie, , ,Les services déconcentrés de l'Etat Les services déconcentrés de l'Etat,"[services, déconcentrés, Etat, services, déconcentrés, Etat]","[recentrer, répartir, recentrer, optimiser, regrouper]"
1402,1402,01/12/2017,RPT,Les services déconcentrés de l'Etat,"Orientation n° 3 : accélérer
l'adaptation de l'organisation
territoriale des services de l'État
Orientation : tirer le meilleur parti
de l'échelon régional
Reco n°9 - (SGG, SG des ministères affaires
sociales, économie et finances, DGFiP)
regrouper d'ici le 31 décembre 2018
l'ensemble des moyens de l'État,
notamment au niveau régional, dédiés
au développement économique.
Renforcer le rôle et la collaboration
avec les DRFIP dans ce domaine",Premier Ministre, , ,Les services déconcentrés de l'Etat Les services déconcentrés de l'Etat,"[services, déconcentrés, Etat, services, déconcentrés, Etat]","[accélérer, tirer, regrouper, Renforcer]"
1403,1403,01/12/2017,RPT,Les services déconcentrés de l'Etat,"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°10 - (SGG, SG des ministères) en
matière d'inspection / contrôle,
d'ici le 31 décembre 2018, conforter
le rôle de pilotage de l'échelon régional
et développer, par la mutualisation
des compétences spécialisées, les
contrôles organisés à l'échelon
interdépartemental.",Premier Ministre, , ,Les services déconcentrés de l'Etat Les services déconcentrés de l'Etat,"[services, déconcentrés, Etat, services, déconcentrés, Etat]","[recentrer, répartir, recentrer, optimiser, conforter, développer]"
1404,1404,01/12/2017,RPT,Les services déconcentrés de l'Etat,"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°11 - (SGG et SG des ministères)
engager d'ici le 31 décembre 2018 un
travail transversal pour déterminer à
l'échelon interministériel les conditions
et la faisabilité du développement des
délégations en matière d'inspection /
contrôle et des certifications.",Premier Ministre, , ,Les services déconcentrés de l'Etat Les services déconcentrés de l'Etat,"[services, déconcentrés, Etat, services, déconcentrés, Etat]","[recentrer, répartir, recentrer, optimiser, engager, déterminer]"
1405,1405,01/12/2017,RPT,Les services déconcentrés de l'Etat,"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°12 - (SGG, SG des ministères) restaurer
d'ici le 31 décembre 2018 la fonction
d'expertise :
- en renforçant les fonctions
d'observation et d'expertise sous
l'autorité des préfets de région ;
- en rendant obligatoire la transmission
aux préfets de région des
données statistiques détenues par
des tiers (collectivités territoriales et
organismes de protection sociale)
utiles à leur mission d'observation
et d'expertise ou nécessaires à
leur participation aux instances
partenariales créées par la loi.",Premier Ministre, , ,Les services déconcentrés de l'Etat Les services déconcentrés de l'Etat,"[services, déconcentrés, Etat, services, déconcentrés, Etat]","[recentrer, répartir, recentrer, optimiser, restaurer, obligatoire]"
1406,1406,01/12/2017,RPT,Les services déconcentrés de l'Etat,"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°13 - (SGG, SG des ministères) supprimer
d'ici le 31 décembre 2018 les missions
ponctuelles non utiles identifiées
(autorisation d'exploitation des
exploitations agricoles ; délivrance
de la licence d'entrepreneur de
spectacle, rôle des DIRECCTE en
matière de tourisme, participation
des agents des DDT(M) aux visites de
sécurité) et poursuivre l'identification
de missions qui seraient devenues
inutiles au sein des administrations
déconcentrées de l'État.",Premier Ministre, , ,Les services déconcentrés de l'Etat Les services déconcentrés de l'Etat,"[services, déconcentrés, Etat, services, déconcentrés, Etat]","[recentrer, répartir, recentrer, optimiser, supprimer, poursuivre]"
1407,1407,01/12/2017,RPT,Les services déconcentrés de l'Etat,"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°14 - (SGG, SG des ministères
concernés) poursuivre le transfert
de missions vers des organismes
tiers dès lors que ce transfert permet
des économies d'échelle et/ou une
plus grande lisibilité pour les usagers ;
transférer notamment d'ici le
31 décembre 2019 le secrétariat des
comités médicaux et des commissions
de réforme pour les agents
des fonctions publiques territoriale
et hospitalière des DDCS/PP aux
organismes relevant de ce secteur ;
l'instruction des aides FEAGA des
DDT(M) vers l'ASP ; la délivrance
du titre de maître restaurateur des
préfets aux CCI ; la délivrance du
titre de maître artisan des DIRECCTE
aux chambres des métiers (ou des
commissions professionnelles) ;
l'instruction des dossiers d'exonération
dans les zones ZRR et ZRU et
d'homologation des accords sur
l'épargne salariale des DIRECCTE
aux URSSAF.",Premier Ministre, , ,Les services déconcentrés de l'Etat Les services déconcentrés de l'Etat,"[services, déconcentrés, Etat, services, déconcentrés, Etat]","[recentrer, répartir, recentrer, optimiser, poursuivre, transférer]"
1408,1408,01/12/2017,RPT,Les services déconcentrés de l'Etat,"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°15 - (SGG, SGG des ministères
concernés) en matière de sport,
de jeunesse, de vie associative de
tourisme et d'action sociale, limiter
d'ici le 31 décembre 2018 la compétence
de l'État à l'application de
la règlementation et à la cohésion
des territoires.",Premier Ministre, , ,Les services déconcentrés de l'Etat Les services déconcentrés de l'Etat,"[services, déconcentrés, Etat, services, déconcentrés, Etat]","[recentrer, répartir, recentrer, optimiser, limiter]"
