Date publication	Type de publication	Titre	Libellé recommandation	Destinataire 1	Destinataire 2	Destinataire 3					
05/01/2016	Référé	L'insertion professionnelle des jeunes docteurs	Prendre en compte dans les dialogues de gestion du ministère de l'éducation nationale, de l'enseignement supérieur et de la recherche (MENESR) avec les communautés d'universités et d'établissements (COMUE), et entre celles-ci et les écoles doctorales, leurs résultats au regard de leur politique de formation doctorale.	Ministère chargé de l'Enseignement supérieur et de la Recherche	 	 					
15/02/2016	Référé	La dépense fiscale ISF-PME	Mettre en place un suivi régulier de l'efficacité économique de la mesure ISF-PME, dans le cadre d'une évaluation de l'ensemble des dispositifs de soutien au financement des PME et d'aide à l'innovation, et à cette fin, désigner comme chef de file une direction d'administration centrale qui en portera la responsabilité et en asssurera le pilotage	Ministère chargé de l'Économie et des Finances	Ministère chargé du Budget et des comptes publics	 					
15/02/2016	Référé	La dépense fiscale ISF-PME	Rationaliser et simplifier les dispositifs de soutien au financement des PME et d'aide à l'innovation, sur la base des résultats de cette évaluation	Ministère chargé de l'Économie et des Finances	Ministère chargé du Budget et des comptes publics	 					
15/02/2016	Référé	La dépense fiscale ISF-PME	Harmoniser les plafonds de réduction d'impôt pour l'investissement direct et l'investissement intermédié, en évitant d'accroître le coût global de la mesure	Ministère chargé de l'Économie et des Finances	Ministère chargé du Budget et des comptes publics	 					
15/02/2016	Référé	La dépense fiscale ISF-PME	Rapprocher le statut des FIP et celui des FCPI, pour permettre d'accroître la taille unitaire des fonds de capital-investissement et simplifier la législation	Ministère chargé de l'Économie et des Finances	Ministère chargé du Budget et des comptes publics	 					
15/02/2016	Référé	La dépense fiscale ISF-PME	Soumettre les holdings ISF, comme les mandats de gestion, à l'ensemble des règles applicables aux fonds fiscaux en matière de transparence sur les frais et les perfiormances financières	Ministère chargé de l'Économie et des Finances	Autorité des marchés financiers	 					
15/02/2016	Référé	La dépense fiscale ISF-PME	Faire appliquer plus strictement la Position-recommandation de l'AMF DOC-2011-24, qui prescrit que la performance des fonds de capital-investissement ne peut s'apprécier qu'à l'échéance de ces fonds	Ministère chargé de l'Économie et des Finances	Autorité des marchés financiers	 					
14/09/2016	Référé	La gestion de l'impôt et les régimes fiscaux dérogatoires en Corse	Appliquer la TVA sur les vins produits et consommés en Corse conformément à la loi et à la réglementation européenne dès 2017 (recette de 49,5 M? pour le budget de l'Etat)	Ministère chargé de l'Économie et des Finances	 	 					
14/09/2016	Référé	La gestion de l'impôt et les régimes fiscaux dérogatoires en Corse	Aligner, au plus tard au 1er janvier 2017, les droits d'accise sur les tabacs sur ceux appliqués en France continentale, conformément aux dispositions de la directive européenne du 16 février 2010 (recette évaluée à 27 M?)	Ministère chargé de l'Économie et des Finances	 	 					
14/09/2016	Référé	La gestion de l'impôt et les régimes fiscaux dérogatoires en Corse	Appliquer en Corse la taxe spéciale sur certains véhicules routiers dès 2017 (recette de 0,6 ?).	Ministère chargé de l'Économie et des Finances	 	 					
14/09/2016	Référé	La gestion de l'impôt et les régimes fiscaux dérogatoires en Corse	Mettre en ?uvre en Corse, dès 2017, l'ensemble de la règlementation fiscale sur les alcools et les métaux précieux applicable en France continentale.	Ministère chargé de l'Économie et des Finances	 	 					
14/09/2016	Référé	La gestion de l'impôt et les régimes fiscaux dérogatoires en Corse	Appliquer strictement aux particuliers et professionnels les pénalités pour non respect de leurs obligations déclaratives et en cas de retard de paiement des dettes fiscales.	Ministère chargé de l'Économie et des Finances	 	 					
14/09/2016	Référé	La gestion de l'impôt et les régimes fiscaux dérogatoires en Corse	Engager les actions nécessaires pour parvenir à l'horizon de trois années à un taux de contrôle fiscal externe en Corse équivalent à celui atteint dans le reste de la France.	Ministère chargé de l'Économie et des Finances	 	 					
01/04/2016	Référé	La gestion des logements de fonction du ministère de l'Intérieur	Charger les inspections générales compétentes d'examiner objectivement les contraintes attachées aux fonctions pour déterminer la nécessité d'une concession de logement par nécessité absolue de service en application des critères réglementaires.	Ministère de l'Intérieur	 	 					
01/04/2016	Référé	La gestion des logements de fonction du ministère de l'Intérieur	Appliquer rigoureusement l'exigence réglementaire de proximité immédiate pour les logements de fonction loués par l'État.	Ministère de l'Intérieur	 	 					
23/12/2016	Référé	La gestion et le financement de l'aide juridictionnelle et des autres interventions de l'avocat	Etablir le coût complet de l'aide juridique	Garde des Sceaux	 	 					
23/12/2016	Référé	La gestion et le financement de l'aide juridictionnelle et des autres interventions de l'avocat	"Réformer le dispositif de gestion afin de ramener le coût de gestion des dossiers d'aide juridictionnelle, de la procédure d'admission au paiement des rétributions, à un coût complet ne dépassant pas 5% de la dépense totale;"	Garde des Sceaux	Ministère chargé du Budget et des comptes publics	 					
23/12/2016	Référé	La gestion et le financement de l'aide juridictionnelle et des autres interventions de l'avocat	"Introduire en matière civile, en appel, des critères plus rigoureux tenant au bien-fondé de la procédure et de la proportionnalité de l'enjeu à la demande;"	Garde des Sceaux	 	 					
10/05/2016	Référé	La modernisation du réseau La Poste	Améliorer la mesure de la performance et des résultats financiers de chaque point de contact.	Ministère chargé de l'Économie et des Finances	Ministère chargé du Budget et des comptes publics	La poste					
10/05/2016	Référé	La modernisation du réseau La Poste	Redéfinir les critères d'accessibilité en zone urbaine en prenant en compte les besoins de la clientèle postale et bancaire.	Ministère chargé de l'Économie et des Finances	Ministère chargé du Budget et des comptes publics	La poste					
10/05/2016	Référé	La modernisation du réseau La Poste	Transformer les bureaux de poste à faible activité en zone urbaine en d'autres formes de points de contact et organiser à cet effet une concertation avec les autorités locales concernées.	Ministère chargé de l'Économie et des Finances	Ministère chargé du Budget et des comptes publics	La poste					
10/05/2016	Référé	La modernisation du réseau La Poste	Poursuivre les transformations de bureaux de poste à faible activité en zone rurale en d'autres formes de points de contact.	Ministère chargé de l'Économie et des Finances	Ministère chargé du Budget et des comptes publics	La poste					
04/07/2016	Référé	La politique des pôles de compétitivité	Profiter du bilan à mi-parcours de la phase 3 pour redéfinir, sur la base d'une réflexion stratégique, le positionnement des pôles, tant vis-à-vis de l'État que des collectivités territoriales, leur modèle économique, ainsi que le pilotage de la politique des pôles de compétitivité et sa meilleure intégration dans les politiques de l'État tant en matière de recherche, que d'industrie ou de décentralisation 	Premier Ministre	 	 					
04/07/2016	Référé	La politique des pôles de compétitivité	Différencier le traitement des pôles de compétitivité par l' État, notamment en matière de soutien financier, en concentrant les moyens de la politique industrielle sur les pôles qui y jouent un rôle stratégique.	Premier Ministre	 	 					
04/07/2016	Référé	La politique des pôles de compétitivité	Impliquer tous les ministères concernés par cette politique dans le financement des pôles de compétitivité, tant pour l'animation que pour le soutien des projets.	Premier Ministre	 	 					
04/07/2016	Référé	La politique des pôles de compétitivité	Reconfigurer le FUI afin de simplifier les soutiens à la recherche partenariale et disposer d'un outil répondant mieux aux objectifs de la phase 3 des pôles, en supprimant les appels à projets tout en maintenant les spécificités actuelles du fonds (versement de subvention, soutien à des projets de taille adaptée aux PME).	Premier Ministre	 	 					
